0	0
1	0
2	3
3	2
4	4
5	3
6	5
7	7
8	7
9	16
10	10
11	16
12	20
13	22
14	25
15	28
16	31
17	52
18	51
19	48
20	79
21	88
22	77
23	111
24	130
25	139
26	157
27	189
28	192
29	248
30	230
31	233
32	294
33	295
34	352
35	391
36	423
37	435
38	450
39	465
40	487
41	455
42	489
43	563
44	521
45	584
46	534
47	508
48	548
49	443
50	512
51	537
52	546
53	509
54	520
55	492
56	464
57	497
58	436
59	488
60	498
61	517
62	485
63	508
64	494
65	538
66	525
67	575
68	561
69	670
70	714
71	803
72	820
73	932
74	864
75	980
76	1047
77	1260
78	1274
79	1467
80	1471
81	1609
82	1716
83	1666
84	1754
85	1980
86	2059
87	2037
88	2207
89	2264
90	2387
91	2219
92	2156
93	1966
94	2219
95	2399
96	2337
97	2329
98	2414
99	2386
100	2274
101	2104
102	1920
103	2042
104	2155
105	1967
106	1979
107	2053
108	1876
109	1800
110	1599
111	1503
112	1543
113	1468
114	1442
115	1367
116	1421
117	1386
118	1263
119	1213
120	1152
121	1123
122	1085
123	975
124	1102
125	1036
126	1082
127	1003
128	986
129	850
130	868
131	864
132	918
133	897
134	852
135	868
136	861
137	795
138	769
139	792
140	795
141	787
142	799
143	771
144	807
145	781
146	675
147	634
148	684
149	637
150	640
151	646
152	642
153	583
154	616
155	547
156	508
157	514
158	554
159	528
160	533
161	529
162	501
163	481
164	463
165	404
166	435
167	437
168	461
169	459
170	497
171	465
172	509
173	447
174	401
175	402
176	449
177	420
178	457
179	448
180	495
181	485
182	467
183	425
184	424
185	477
186	486
187	549
188	568
189	610
190	602
191	561
192	503
193	561
194	589
195	702
196	708
197	750
198	713
199	763
200	762
201	719
202	663
203	762
204	840
205	895
206	976
207	969
208	917
209	892
210	848
211	906
212	937
213	1111
214	1064
215	1071
216	1101
217	1043
218	1076
219	952
220	1035
221	1120
222	1134
223	1179
224	1194
225	1294
226	1173
227	1060
228	967
229	1039
230	1076
231	1109
232	1041
233	1068
234	1063
235	1124
236	1077
237	1099
238	1476
239	1930
240	2073
241	1258
242	675
243	315
244	128
245	76
246	48
247	26
248	14
249	9
250	8
251	2
252	0
253	1
254	0
255	0
