0	438
1	624
2	572
3	604
4	692
5	753
6	790
7	858
8	854
9	920
10	825
11	918
12	869
13	838
14	859
15	794
16	798
17	783
18	752
19	713
20	707
21	652
22	620
23	555
24	565
25	562
26	511
27	530
28	566
29	500
30	523
31	568
32	573
33	541
34	560
35	495
36	597
37	544
38	586
39	571
40	640
41	727
42	680
43	611
44	726
45	632
46	633
47	775
48	681
49	672
50	874
51	662
52	772
53	791
54	699
55	1013
56	712
57	911
58	865
59	880
60	771
61	860
62	851
63	854
64	932
65	846
66	903
67	965
68	880
69	889
70	991
71	924
72	893
73	905
74	1012
75	877
76	886
77	978
78	922
79	946
80	992
81	1026
82	903
83	881
84	1077
85	1022
86	861
87	898
88	1057
89	996
90	867
91	1089
92	898
93	1142
94	1085
95	837
96	1039
97	1074
98	905
99	1071
100	869
101	881
102	1164
103	817
104	1162
105	978
106	910
107	1100
108	930
109	1122
110	958
111	940
112	999
113	1060
114	910
115	910
116	1047
117	873
118	941
119	927
120	872
121	823
122	892
123	835
124	833
125	768
126	862
127	791
128	839
129	817
130	858
131	844
132	896
133	724
134	902
135	770
136	773
137	841
138	712
139	761
140	883
141	772
142	819
143	771
144	767
145	759
146	722
147	790
148	819
149	799
150	729
151	744
152	721
153	807
154	831
155	762
156	815
157	838
158	812
159	764
160	819
161	794
162	814
163	756
164	772
165	801
166	813
167	745
168	717
169	719
170	703
171	729
172	650
173	706
174	661
175	635
176	674
177	610
178	666
179	621
180	646
181	666
182	615
183	640
184	642
185	632
186	676
187	665
188	685
189	664
190	680
191	682
192	690
193	761
194	739
195	691
196	686
197	750
198	716
199	756
200	801
201	827
202	835
203	746
204	860
205	681
206	852
207	751
208	916
209	819
210	816
211	802
212	806
213	890
214	810
215	923
216	777
217	883
218	791
219	885
220	890
221	851
222	830
223	943
224	764
225	946
226	884
227	807
228	859
229	1005
230	725
231	933
232	879
233	925
234	899
235	925
236	1006
237	958
238	970
239	1031
240	981
241	1082
242	984
243	1169
244	1271
245	1081
246	1350
247	1046
248	1133
249	1129
250	701
251	308
252	161
253	31
254	9
255	0
